id,customer_id,amount,status
3681,2724,1749,cancelled
3682,9212,1287,returned
3683,8338,761,shipped
3684,4232,1192,returned
3685,1049,1289,cancelled
3686,424,1316,returned
3687,4788,214,delivered
3688,9180,1604,delivered
3689,6028,405,cancelled
3690,3718,136,delivered
3691,3515,943,cancelled
3692,3330,263,returned
3693,5258,764,returned
3694,6612,1998,cancelled
3695,358,1019,pending
3696,7131,1548,returned
3697,4186,532,returned
3698,1565,564,delivered
3699,38,19,pending
3700,4453,84,cancelled
3701,6056,850,pending
3702,2442,498,pending
3703,835,1498,cancelled
3704,5118,1994,pending
3705,7284,1584,returned
3706,7968,335,returned
3707,6736,1083,shipped
3708,2892,1511,returned
3709,8247,1365,delivered
3710,5006,325,cancelled
3711,3378,1530,delivered
3712,4238,1215,cancelled
3713,9433,1695,returned
3714,2445,1845,delivered
3715,1883,1642,returned
3716,7872,1422,shipped
3717,6735,845,delivered
3718,4520,922,delivered
3719,8336,1855,cancelled
3720,9180,1448,shipped
3721,7936,1873,pending
3722,981,1729,delivered
3723,3073,1212,shipped
3724,5810,1336,returned
3725,904,1640,cancelled
3726,8120,951,pending
3727,9147,673,shipped
3728,6575,14,pending
3729,7791,602,shipped
3730,329,536,pending
3731,2586,727,cancelled
3732,965,105,delivered
3733,1982,421,pending
3734,6702,1406,cancelled
3735,8098,962,delivered
3736,2420,993,pending
3737,7174,236,shipped
3738,7339,1188,cancelled
3739,1681,909,cancelled
3740,3490,1528,delivered
3741,152,850,delivered
3742,2924,1436,cancelled
3743,2577,1176,returned
3744,386,1418,delivered
3745,3452,1058,returned
3746,1650,1007,cancelled
3747,7568,824,shipped
3748,2752,1747,cancelled
3749,568,304,delivered
3750,5112,514,pending
3751,6493,1321,shipped
3752,9414,146,delivered
3753,8361,642,cancelled
3754,4469,1824,cancelled
3755,2067,697,cancelled
3756,888,1701,delivered
3757,6291,1662,cancelled
3758,8395,332,pending
3759,3346,902,returned
3760,352,810,pending
3761,5248,1464,delivered
3762,538,1368,shipped
3763,6437,1874,pending
3764,3893,537,pending
3765,7722,473,pending
3766,2213,326,pending
3767,7078,796,cancelled
3768,7135,841,delivered
3769,4694,1353,pending
3770,5314,489,shipped
3771,4551,331,pending
3772,6749,1167,delivered
3773,3626,695,shipped
3774,2731,1945,returned
3775,7117,1880,pending
3776,7641,1136,pending
3777,5992,1144,pending
3778,3929,1990,returned
3779,525,1962,delivered
3780,7424,469,shipped
3781,1897,467,cancelled
3782,7268,1765,returned
3783,9177,798,delivered
3784,5848,690,delivered
3785,2186,847,pending
3786,5166,254,pending
3787,7217,32,delivered
3788,5987,1029,pending
3789,5967,1984,shipped
3790,6120,83,returned
3791,6529,1098,cancelled
3792,4374,602,pending
3793,2076,1591,shipped
3794,5631,1911,returned
3795,9545,1724,returned
3796,9656,898,shipped
3797,5210,1159,cancelled
3798,9777,318,cancelled
3799,4039,652,cancelled
3800,409,81,cancelled
3801,3066,695,delivered
3802,1031,759,pending
3803,7907,1649,returned
3804,7320,1432,delivered
3805,1238,1783,returned
3806,3290,982,returned
3807,4104,1214,delivered
3808,3570,147,shipped
3809,7444,1653,shipped
3810,4377,1577,delivered
3811,5477,1095,pending
3812,1084,1288,cancelled
3813,6933,1418,shipped
3814,1835,414,delivered
3815,6831,1573,pending
3816,6500,577,cancelled
3817,1261,665,shipped
3818,7071,1587,delivered
3819,4068,319,shipped
3820,2090,1744,delivered
3821,7368,90,returned
3822,1553,14,pending
3823,4420,1091,pending
3824,2750,1203,cancelled
3825,1185,1270,returned
3826,8770,568,pending
3827,9103,1241,delivered
3828,4035,926,delivered
3829,9074,1374,pending
3830,2225,1841,cancelled
3831,8444,235,cancelled
3832,9855,521,pending
3833,233,1077,pending
3834,5303,1064,returned
3835,9712,1255,pending
3836,5402,1756,returned
3837,685,1129,pending
3838,4388,42,shipped
3839,3550,588,pending
3840,5570,78,returned
3841,1841,1433,pending
3842,5556,781,shipped
3843,5592,1970,returned
3844,7080,1669,returned
3845,9672,87,shipped
3846,1732,1603,shipped
3847,1123,209,cancelled
3848,6797,1174,delivered
3849,6849,55,shipped
3850,1231,339,delivered
3851,7048,1981,cancelled
3852,6915,1598,delivered
3853,2363,1045,pending
3854,2442,1455,delivered
3855,9274,1082,shipped
3856,6497,1601,shipped
3857,845,946,delivered
3858,8344,1696,returned
3859,4317,1207,delivered
3860,9812,163,shipped
3861,6370,19,returned
3862,2436,10,shipped
3863,3672,171,delivered
3864,7090,766,cancelled
3865,5800,1024,pending
3866,6875,810,delivered
3867,8045,1752,returned
3868,1582,442,pending
3869,4677,1186,returned
3870,5659,1749,pending
3871,4968,491,returned
3872,9336,1393,cancelled
3873,4763,1339,pending
3874,6520,564,delivered
3875,647,1092,cancelled
3876,2363,1803,returned
3877,5292,399,shipped
3878,2083,1744,shipped
3879,377,976,shipped
3880,4444,1839,returned
3881,8016,799,delivered
3882,1541,1887,shipped
3883,6771,212,shipped
3884,9315,755,delivered
3885,8029,524,delivered
3886,8915,822,pending
3887,8258,1537,pending
3888,5291,1761,returned
3889,3279,1190,shipped
3890,5117,1821,pending
3891,8489,459,delivered
3892,4445,1307,delivered
3893,2307,1393,cancelled
3894,8438,1096,delivered
3895,9251,1127,returned
3896,2048,1217,shipped
3897,249,897,returned
3898,6277,773,cancelled
3899,3214,374,delivered
3900,9797,859,shipped
3901,7512,902,shipped
3902,2276,501,cancelled
3903,8829,493,pending
3904,2852,972,delivered
3905,3780,1865,delivered
3906,2012,1100,shipped
3907,9951,1451,delivered
3908,5558,1310,cancelled
3909,9192,1691,pending
3910,2638,1863,shipped
3911,8421,46,pending
3912,7445,1028,pending
3913,439,871,shipped
3914,9242,616,delivered
3915,291,283,cancelled
3916,9362,596,delivered
3917,7452,467,delivered
3918,3499,578,pending
3919,4619,1436,shipped
3920,1200,72,shipped
3921,3052,1955,shipped
3922,2027,1703,returned
3923,7065,1726,cancelled
3924,7679,1764,returned
3925,819,1829,cancelled
3926,6915,1320,cancelled
3927,4211,973,cancelled
3928,2225,1548,pending
3929,1599,172,pending
3930,4838,13,returned
3931,3776,1053,delivered
3932,4046,1528,cancelled
3933,9140,365,cancelled
3934,293,1632,pending
3935,8950,925,cancelled
3936,7794,1619,returned
3937,5666,1329,shipped
3938,3087,1784,delivered
3939,2335,282,delivered
3940,3470,1221,shipped
3941,2125,284,delivered
3942,2100,747,cancelled
3943,7814,933,shipped
3944,7471,944,delivered
3945,5933,923,delivered
3946,785,347,pending
3947,8539,1086,delivered
3948,3059,200,pending
3949,4620,1087,delivered
3950,7078,81,shipped
3951,6201,398,returned
3952,3774,1202,cancelled
3953,8753,1011,returned
3954,8283,1798,delivered
3955,2890,1671,pending
3956,4676,956,delivered
3957,9632,1590,returned
3958,4041,764,returned
3959,9734,647,cancelled
3960,7780,124,cancelled
3961,9441,1446,shipped
3962,9663,373,returned
3963,5577,504,shipped
3964,895,317,delivered
3965,5088,844,pending
3966,6877,1469,cancelled
3967,9701,1956,delivered
3968,6743,1538,cancelled
3969,7410,1085,pending
3970,8517,1569,returned
3971,8467,1622,cancelled
3972,3527,1479,cancelled
3973,1285,1798,shipped
3974,9408,676,returned
3975,4761,1607,delivered
3976,9598,286,pending
3977,1881,1468,returned
3978,5494,1542,cancelled
3979,2834,480,delivered
3980,847,188,returned
3981,4601,953,shipped
3982,8100,1008,returned
3983,6923,291,cancelled
3984,3223,1044,returned
3985,6211,1819,delivered
3986,4786,1578,returned
3987,8085,1400,cancelled
3988,9343,185,cancelled
3989,9077,1294,shipped
3990,2215,51,pending
3991,9014,1480,pending
3992,381,1625,pending
3993,1597,1530,delivered
3994,2915,1043,cancelled
3995,6820,1230,pending
3996,6474,383,delivered
3997,1406,669,cancelled
3998,5298,1210,delivered
3999,1765,528,returned
4000,701,1167,cancelled
4001,7296,211,pending
4002,8377,26,pending
4003,4345,1302,delivered
4004,8436,1432,cancelled
4005,3005,568,shipped
4006,2859,1000,delivered
4007,9653,1973,cancelled
4008,6940,725,shipped
4009,4873,1681,returned
4010,3251,1757,pending
4011,5658,245,cancelled
4012,2037,1210,cancelled
4013,2545,1531,delivered
4014,1048,378,shipped
4015,4195,431,shipped
4016,5367,485,cancelled
4017,7591,774,cancelled
4018,7931,1029,cancelled
4019,3485,523,shipped
4020,6358,1646,delivered
4021,8717,1759,cancelled
4022,5287,108,shipped
4023,1141,28,delivered
4024,9672,906,returned
4025,1510,535,pending
4026,7706,1878,cancelled
4027,1230,1299,shipped
4028,8356,71,cancelled
4029,1399,1935,returned
4030,9771,82,cancelled
4031,4329,817,cancelled
4032,6756,1247,cancelled
4033,4473,981,shipped
4034,1477,950,pending
4035,2790,603,shipped
4036,6034,808,cancelled
4037,8200,1354,shipped
4038,827,456,shipped
4039,5706,1560,shipped
4040,6339,1915,returned
4041,6091,1474,shipped
4042,5938,677,returned
4043,7299,1500,cancelled
4044,8022,433,delivered
4045,173,981,returned
4046,1534,1538,pending
4047,8180,370,returned
4048,3670,1346,returned
4049,4875,1672,cancelled
4050,6325,558,cancelled
4051,1180,385,cancelled
4052,1445,543,returned
4053,9954,429,cancelled
4054,3876,229,returned
4055,6470,370,cancelled
4056,5469,817,delivered
4057,4189,466,returned
4058,627,1204,delivered
4059,1043,1299,returned
4060,5520,815,cancelled
4061,3567,43,pending
4062,6454,421,cancelled
4063,2378,1466,pending
4064,882,744,pending
4065,6371,540,pending
4066,7297,1055,cancelled
4067,909,1794,delivered
4068,8216,231,pending
4069,3351,1527,delivered
4070,3202,1799,cancelled
4071,4037,1247,cancelled
4072,5979,1916,shipped
4073,7910,1898,shipped
4074,9760,659,returned
4075,8915,813,cancelled
4076,7550,970,pending
4077,5483,748,delivered
4078,8468,1223,returned
4079,606,981,pending
4080,2985,1430,returned
4081,9915,796,returned
4082,9853,1915,pending
4083,5336,608,returned
4084,3000,1693,cancelled
4085,156,111,shipped
4086,9403,516,shipped
4087,1719,444,shipped
4088,6408,1053,returned
4089,3196,974,delivered
4090,6893,50,shipped
4091,1055,521,cancelled
4092,8930,1739,returned
4093,4705,165,delivered
4094,8188,997,pending
4095,2219,1529,returned
4096,1105,1087,delivered
4097,2831,1444,delivered
4098,1035,1489,returned
4099,5787,1641,cancelled
4100,1393,978,cancelled
4101,5974,698,returned
4102,9831,330,shipped
4103,3607,1428,delivered
4104,5924,1818,shipped
4105,8959,671,returned
4106,8033,1378,pending
4107,7163,409,pending
4108,2480,1582,shipped
4109,8962,1603,shipped
4110,9968,1911,shipped
4111,3860,740,shipped
4112,8900,1758,cancelled
4113,8637,1264,cancelled
4114,1702,777,shipped
4115,5747,1654,returned
4116,6717,625,cancelled
4117,2567,850,returned
4118,5076,1751,cancelled
4119,4360,854,delivered
4120,5898,667,pending
4121,7453,1411,shipped
4122,8519,512,pending
4123,161,1900,pending
4124,9022,1953,delivered
4125,808,1087,returned
4126,805,1924,returned
4127,7868,657,cancelled
4128,5088,1686,delivered
4129,419,1540,delivered
4130,8896,237,pending
4131,5244,1094,pending
4132,1784,13,returned
4133,9111,1832,cancelled
4134,7971,1227,cancelled
4135,4260,529,cancelled
4136,7132,172,returned
4137,3476,924,returned
4138,8980,1965,cancelled
4139,6176,407,cancelled
4140,4845,805,delivered
4141,3969,1926,shipped
4142,3834,625,cancelled
4143,7253,576,returned
4144,6692,478,shipped
4145,7857,1192,shipped
4146,2560,1634,cancelled
4147,2790,1038,pending
4148,1217,716,pending
4149,2971,457,cancelled
4150,4755,433,returned
4151,8172,511,delivered
4152,5132,112,delivered
4153,2697,246,returned
4154,4748,27,delivered
4155,64,527,cancelled
4156,2140,1549,cancelled
4157,433,1288,cancelled
4158,9236,884,shipped
4159,9752,165,delivered
4160,5823,1954,returned
4161,7976,933,shipped
4162,6713,783,pending
4163,9374,1100,delivered
4164,9513,245,returned
4165,9121,200,cancelled
4166,4884,1002,shipped
4167,6372,902,delivered
4168,3359,1267,cancelled
4169,8663,1089,delivered
4170,8585,932,delivered
4171,8290,1540,returned
4172,5675,1859,delivered
4173,7417,248,shipped
4174,1856,1647,returned
4175,8770,528,delivered
4176,4325,1972,returned
4177,6395,142,cancelled
4178,3984,1739,returned
4179,5246,380,delivered
4180,7847,523,cancelled
4181,7811,999,delivered
4182,3884,908,shipped
4183,1301,300,shipped
4184,8317,571,returned
4185,7457,920,delivered
4186,6284,1858,pending
4187,1334,1910,returned
4188,9221,1715,returned
4189,7686,690,delivered
4190,8074,1223,returned
4191,3620,269,shipped
4192,9743,92,pending
4193,979,672,returned
4194,202,664,delivered
4195,5746,1524,pending
4196,7179,481,cancelled
4197,5278,1137,delivered
4198,4660,76,delivered
4199,9295,147,returned
4200,3672,577,delivered
4201,3030,604,cancelled
4202,2060,1770,cancelled
4203,1690,285,shipped
4204,9996,489,shipped
4205,907,1596,cancelled
4206,5509,494,shipped
4207,6093,1806,shipped
4208,6037,1264,cancelled
4209,5141,1920,returned
4210,8876,51,returned
4211,6488,1670,shipped
4212,8254,390,pending
4213,9739,836,pending
4214,8608,1013,returned
4215,8009,1574,delivered
4216,7712,1042,returned
4217,2397,1603,cancelled
4218,3119,962,cancelled
4219,4056,107,returned
4220,7682,943,shipped
4221,9520,1323,returned
4222,4052,1786,cancelled
4223,6305,853,pending
4224,9327,1033,returned
4225,8169,1040,delivered
4226,5489,32,pending
4227,4790,578,delivered
4228,760,918,shipped
4229,9841,828,shipped
4230,9991,1842,pending
4231,1339,45,cancelled
4232,3790,1465,shipped
4233,2418,838,delivered
4234,2421,928,returned
4235,2595,717,delivered
4236,6322,496,pending
4237,5449,1282,delivered
4238,1285,1521,delivered
4239,6970,1033,pending
4240,1109,949,cancelled
4241,5235,426,returned
4242,9030,1730,cancelled
4243,2697,579,delivered
4244,9071,195,returned
4245,9062,952,pending
4246,8291,1384,returned
4247,4984,24,cancelled
4248,5396,1467,delivered
4249,3285,1424,returned
4250,37,756,shipped
4251,6421,703,returned
4252,7819,300,cancelled
4253,8546,454,returned
4254,6078,78,cancelled
4255,394,725,pending
4256,3112,1755,pending
4257,6697,1251,cancelled
4258,7348,382,pending
4259,2106,1105,pending
4260,5204,804,returned
4261,3971,1142,cancelled
4262,461,1705,shipped
4263,7922,1781,returned
4264,5466,469,cancelled
4265,9326,1806,returned
4266,2550,238,delivered
4267,9397,359,delivered
4268,1384,466,cancelled
4269,1695,991,shipped
4270,42,1793,cancelled
4271,3150,1169,pending
4272,8671,771,returned
4273,3535,78,cancelled
4274,9164,544,returned
4275,3346,1772,cancelled
4276,8453,1912,pending
4277,6937,917,shipped
4278,3260,1107,cancelled
4279,6973,698,cancelled
4280,753,1923,cancelled
4281,7780,994,delivered
4282,5733,1165,delivered
4283,7355,1616,shipped
4284,5360,605,pending
4285,50,662,cancelled
4286,7888,1853,shipped
4287,5797,34,delivered
4288,641,376,delivered
4289,8736,1343,returned
4290,8228,1132,pending
4291,423,1296,returned
4292,5246,1660,delivered
4293,8661,926,shipped
4294,3461,711,cancelled
4295,8256,607,delivered
4296,7744,1298,shipped
4297,762,1088,pending
4298,2506,600,pending
4299,269,1634,delivered
4300,1404,767,pending
4301,7650,1515,delivered
4302,9501,511,pending
4303,6654,786,pending
4304,8569,1384,pending
4305,7015,1579,pending
4306,1409,713,delivered
4307,6266,1994,cancelled
4308,1464,483,delivered
4309,273,1453,delivered
4310,7217,1368,delivered
4311,738,96,pending
4312,5110,697,returned
4313,4930,79,returned
4314,9621,292,shipped
4315,7825,57,cancelled
4316,9351,1285,pending
4317,6299,645,returned
4318,5043,1287,shipped
4319,5441,905,delivered
4320,8294,1946,pending
4321,3691,1624,cancelled
4322,3460,1161,shipped
4323,6611,609,cancelled
4324,2296,1793,shipped
4325,4988,753,delivered
4326,8356,1886,pending
4327,7939,88,returned
4328,3620,492,delivered
4329,1059,1612,delivered
4330,3015,543,delivered
4331,6668,832,shipped
4332,9953,82,pending
4333,572,542,delivered
4334,3469,1221,returned
4335,298,569,returned
4336,8909,1646,cancelled
4337,8124,1304,shipped
4338,5181,223,delivered
4339,168,1417,returned
4340,6169,234,cancelled
4341,835,1166,returned
4342,8225,1945,cancelled
4343,3454,160,cancelled
4344,228,1960,returned
4345,8210,1993,pending
4346,6521,1995,cancelled
4347,8738,1875,returned
4348,1682,466,pending
4349,3766,1767,returned
4350,4818,787,returned
4351,1780,1401,shipped
4352,9004,206,delivered
4353,896,217,cancelled
4354,4136,676,delivered
4355,6699,798,shipped
4356,6058,909,shipped
4357,1831,327,delivered
4358,3589,873,pending
4359,2085,913,cancelled
4360,9724,1035,cancelled
4361,6467,362,shipped
4362,9569,736,cancelled
4363,9575,1938,delivered
4364,8001,583,delivered
4365,609,1147,pending
4366,9242,1336,returned
4367,7395,255,cancelled
4368,3794,1345,shipped
4369,1468,1563,delivered
4370,8128,202,cancelled
4371,604,1840,delivered
4372,2827,793,pending
4373,4343,1718,delivered
4374,7337,189,cancelled
4375,5456,85,delivered
4376,4301,1578,pending
4377,6062,389,cancelled
4378,4281,591,delivered
4379,8196,1525,shipped
4380,9824,1859,cancelled
4381,9766,595,delivered
4382,4210,186,returned
4383,1877,1720,shipped
4384,7585,1152,pending
4385,4167,1228,returned
4386,7948,1706,cancelled
4387,2213,52,returned
4388,3103,1670,returned
4389,3152,919,shipped
4390,9736,813,delivered
4391,2700,649,shipped
4392,7787,1382,cancelled
4393,40,1453,cancelled
4394,4610,1361,pending
4395,5096,904,delivered
4396,4428,16,shipped
4397,7133,1430,pending
4398,3119,731,shipped
4399,4628,327,delivered
4400,5788,709,cancelled
4401,1415,1150,shipped
4402,2350,1683,cancelled
4403,2498,1712,pending
4404,3405,1102,delivered
4405,2014,1777,delivered
4406,5648,158,pending
4407,9432,1376,delivered
4408,4476,1914,shipped
4409,5932,1592,shipped
4410,7885,704,pending
4411,6026,833,returned
4412,8247,1317,pending
4413,8365,1862,delivered
4414,8612,1899,shipped
4415,217,908,shipped
4416,7714,157,shipped
4417,6411,395,shipped
4418,5028,76,shipped
4419,3472,1010,returned
4420,1726,1511,shipped
4421,2482,842,cancelled
4422,2595,934,shipped
4423,3996,326,cancelled
4424,2055,929,cancelled
4425,7038,909,delivered
4426,7118,1816,returned
4427,5501,1876,returned
4428,8335,1771,pending
4429,9514,1309,delivered
4430,6305,1110,cancelled
4431,7501,1551,delivered
4432,9562,1414,shipped
4433,9424,602,delivered
4434,9947,1260,shipped
4435,1195,422,cancelled
4436,8012,719,cancelled
4437,2573,1784,cancelled
4438,6699,1043,delivered
4439,9889,1984,pending
4440,5413,480,cancelled
4441,6926,1848,cancelled
4442,8215,438,shipped
4443,521,401,pending
4444,6502,262,shipped
4445,1759,1000,cancelled
4446,9780,40,delivered
4447,3987,629,pending
4448,3398,1145,returned
4449,3631,397,shipped
4450,1669,1349,delivered
4451,1571,1058,pending
4452,1727,825,cancelled
4453,4581,1117,pending
4454,2581,521,cancelled
4455,2215,1111,pending
4456,1954,1794,returned
4457,3639,1035,returned
4458,5987,1965,shipped
4459,1180,235,delivered
4460,4523,1596,shipped
4461,9231,1001,returned
4462,1545,746,cancelled
4463,4032,542,pending
4464,5203,1197,pending
4465,353,1389,cancelled
4466,6985,35,returned
4467,6886,1742,shipped
4468,3862,1475,cancelled
4469,5788,132,delivered
4470,6508,87,shipped
4471,6724,1879,shipped
4472,2352,646,cancelled
4473,9048,1318,returned
4474,2160,306,delivered
4475,1717,1317,returned
4476,2399,1789,cancelled
4477,1627,1940,shipped
4478,5528,98,cancelled
4479,2055,143,pending
4480,8674,602,pending
4481,1268,671,cancelled
4482,9535,1026,pending
4483,6467,288,returned
4484,8577,141,pending
4485,9247,1262,cancelled
4486,5797,386,cancelled
4487,8700,820,cancelled
4488,6131,111,returned
4489,3514,867,returned
4490,1523,1572,cancelled
4491,9129,1914,shipped
4492,1864,605,pending
4493,7251,1963,shipped
4494,7718,411,pending
4495,8610,1414,cancelled
4496,1356,1901,delivered
4497,3239,1194,pending
4498,3196,1277,pending
4499,9876,1840,shipped
4500,429,1880,pending
4501,5592,1741,cancelled
4502,2902,824,pending
4503,7904,24,shipped
4504,4662,1018,delivered
4505,8416,1700,delivered
4506,7355,1287,returned
4507,8754,1736,returned
4508,2815,139,shipped
4509,2757,955,shipped
4510,8732,250,delivered
4511,2853,322,returned
4512,3395,364,shipped
4513,9420,938,shipped
4514,5374,534,pending
4515,1838,617,returned
4516,4077,1137,delivered
4517,8017,1588,delivered
4518,4779,490,pending
4519,8289,1109,cancelled
4520,5101,749,returned
4521,4396,940,returned
4522,854,127,cancelled
4523,9405,365,delivered
4524,7021,453,cancelled
4525,6736,1236,returned
4526,3968,989,delivered
4527,5890,1317,delivered
4528,280,583,delivered
4529,8916,509,returned
4530,8075,749,pending
4531,224,1800,cancelled
4532,7615,1995,pending
4533,9521,121,shipped
4534,1894,918,shipped
4535,1557,1300,pending
4536,3720,1578,delivered
4537,9627,1457,returned
4538,39,589,shipped
4539,3433,494,pending
4540,6141,1388,cancelled
4541,9514,871,delivered
4542,302,246,pending
4543,1367,649,cancelled
4544,508,195,returned
4545,3276,1896,shipped
4546,5356,390,pending
4547,7124,350,shipped
4548,6279,121,returned
4549,3393,168,cancelled
4550,4528,277,cancelled
4551,6531,1725,shipped
4552,3787,249,cancelled
4553,1549,609,pending
4554,9007,1962,shipped
4555,3118,225,pending
4556,1046,983,pending
4557,7355,257,returned
4558,9537,614,delivered
4559,7621,1896,delivered
4560,757,694,pending
4561,9892,1373,returned
4562,5931,69,returned
4563,1206,1234,pending
4564,94,1733,delivered
4565,6768,1589,cancelled
4566,3814,1315,delivered
4567,2578,1653,cancelled
4568,3701,757,returned
4569,6048,188,cancelled
4570,7082,498,delivered
4571,2984,550,pending
4572,3930,1345,pending
4573,2459,1452,shipped
4574,8639,1614,cancelled
4575,7847,210,pending
4576,6503,858,delivered
4577,6938,54,shipped
4578,4831,1200,shipped
4579,3167,760,cancelled
4580,7214,918,delivered
4581,1330,1370,delivered
4582,9503,99,delivered
4583,7714,185,cancelled
4584,5524,402,shipped
4585,2106,1470,cancelled
4586,8081,1431,delivered
4587,2675,816,pending
4588,5176,1089,cancelled
4589,8563,1288,returned
4590,9745,1663,pending
4591,6571,1680,returned
4592,4085,212,cancelled
4593,1735,659,pending
4594,1534,146,delivered
4595,2663,1491,delivered
4596,1901,331,delivered
4597,8205,648,delivered
4598,5003,1988,cancelled
4599,7203,454,pending
4600,3341,918,pending
4601,7700,1844,delivered
4602,1515,1184,pending
4603,6716,833,returned
4604,5263,645,delivered
4605,877,1121,delivered
4606,7793,1526,pending
4607,3147,530,pending
4608,2003,1340,pending
4609,8077,835,pending
4610,7562,69,cancelled
4611,1709,432,pending
4612,1858,222,shipped
4613,7405,446,returned
4614,3632,1765,pending
4615,8559,1303,pending
4616,7456,342,pending
4617,4005,1985,delivered
4618,7703,1212,cancelled
4619,5860,1965,cancelled
4620,4253,35,pending
4621,1043,1176,pending
4622,5197,605,shipped
4623,6535,1490,pending
4624,7172,1142,shipped
4625,4767,163,pending
4626,6901,1791,delivered
4627,3372,565,shipped
4628,4964,1976,pending
4629,2001,529,cancelled
4630,5196,1807,delivered
4631,6485,1940,cancelled
4632,2368,572,returned
4633,2390,269,shipped
4634,1024,1329,cancelled
4635,4815,268,pending
4636,1299,875,returned
4637,4288,829,pending
4638,3676,1071,returned
4639,5697,210,delivered
4640,2439,497,delivered
4641,6924,810,delivered
4642,2407,142,cancelled
4643,4697,879,delivered
4644,5321,395,shipped
4645,1615,1948,cancelled
4646,4430,1198,delivered
4647,157,890,pending
4648,5302,1332,delivered
4649,1695,206,shipped
4650,7796,1911,pending
4651,3667,1324,delivered
4652,6968,1531,shipped
4653,1724,1560,pending
4654,8133,1122,returned
4655,746,1318,cancelled
4656,8775,887,returned
4657,5264,937,cancelled
4658,877,238,returned
4659,8633,475,pending
4660,4494,228,delivered
4661,4560,1318,delivered
4662,8003,637,cancelled
4663,3940,497,delivered
4664,3652,770,returned
4665,7681,519,cancelled
4666,9880,988,pending
4667,1537,1371,cancelled
4668,8225,1590,delivered
4669,2560,1722,delivered
4670,3956,166,cancelled
4671,5240,109,delivered
4672,68,1638,returned
4673,3511,980,pending
4674,1354,1877,pending
4675,8493,680,returned
4676,6519,1150,returned
4677,7335,560,pending
4678,5874,356,returned
4679,349,680,delivered
4680,533,1236,delivered
4681,7915,1897,returned
4682,2510,1038,pending
4683,8694,556,cancelled
4684,2512,809,cancelled
4685,8280,111,cancelled
4686,3367,1527,returned
4687,9923,1310,shipped
4688,4719,167,cancelled
4689,1555,195,returned
4690,5675,1775,delivered
4691,578,1673,cancelled
4692,2909,1524,cancelled
4693,8402,1333,returned
4694,425,1055,returned
4695,884,816,returned
4696,3300,192,pending
4697,2460,1976,pending
4698,7543,1928,returned
4699,5444,1244,shipped
4700,9084,314,shipped
4701,3436,504,pending
4702,3038,684,cancelled
4703,7964,1030,shipped
4704,5673,14,shipped
4705,8505,1753,delivered
4706,7028,262,cancelled
4707,2865,1421,cancelled
4708,1903,1971,delivered
4709,1507,398,delivered
4710,2859,1027,cancelled
4711,3091,304,shipped
4712,5170,1342,cancelled
4713,3810,1442,cancelled
4714,4168,378,pending
4715,5072,1489,shipped
4716,195,1257,delivered
4717,3034,81,cancelled
4718,9731,498,cancelled
4719,4275,239,delivered
4720,8327,942,pending
4721,4711,303,delivered
4722,826,1770,delivered
4723,9283,288,delivered
4724,3707,1960,pending
4725,9416,755,delivered
4726,8969,1016,cancelled
4727,9959,1649,returned
4728,3666,819,delivered
4729,2985,1010,shipped
4730,7543,1208,delivered
4731,7436,315,shipped
4732,8530,1487,pending
4733,6919,1977,pending
4734,2092,1203,shipped
4735,1394,500,delivered
4736,1699,218,pending
4737,3922,1352,shipped
4738,832,228,pending
4739,7790,682,shipped
4740,6111,1946,pending
4741,2919,1788,delivered
4742,6636,1191,delivered
4743,8607,1714,delivered
4744,1698,359,shipped
4745,2285,1695,shipped
4746,2972,477,shipped
4747,547,1152,cancelled
4748,4085,1082,delivered
4749,7775,131,returned
4750,4988,434,returned
4751,1718,519,cancelled
4752,196,1088,delivered
4753,9206,1808,cancelled
4754,8507,430,cancelled
4755,2777,263,shipped
4756,1829,878,returned
4757,3045,297,cancelled
4758,887,1066,pending
4759,9766,438,cancelled
4760,1108,772,pending
4761,3800,162,cancelled
4762,8904,627,delivered
4763,9807,1125,returned
4764,4037,1116,pending
4765,3234,919,delivered
4766,7171,1828,shipped
4767,8909,262,pending
4768,3660,1634,shipped
4769,7298,135,delivered
4770,9419,555,cancelled
4771,2770,637,delivered
4772,5131,641,pending
4773,7203,1763,cancelled
4774,250,41,delivered
4775,3812,1890,delivered
4776,5275,1341,returned
4777,8500,276,shipped
4778,4323,1140,pending
4779,2037,1605,returned
4780,450,1377,returned
4781,2936,1166,shipped
4782,8479,669,pending
4783,2233,1503,returned
4784,4593,1017,cancelled
4785,9693,1143,shipped
4786,5581,1065,cancelled
4787,5802,458,cancelled
4788,1150,770,cancelled
4789,4830,215,delivered
4790,3848,453,pending
4791,7312,1590,pending
4792,6248,851,cancelled
4793,8085,134,cancelled
4794,3493,1577,shipped
4795,1485,214,returned
4796,1132,1481,cancelled
4797,1529,223,returned
4798,5446,700,shipped
4799,419,1228,shipped
4800,8030,430,pending
4801,3119,533,pending
4802,3775,1008,cancelled
4803,1265,965,pending
4804,3522,1004,returned
4805,3461,66,cancelled
4806,1598,1670,returned
4807,9515,290,pending
4808,239,597,delivered
4809,8477,275,pending
4810,7813,304,pending
4811,6409,383,delivered
4812,7353,1428,delivered
4813,2081,621,cancelled
4814,9157,562,cancelled
4815,3995,311,delivered
4816,5264,134,cancelled
4817,5382,1719,shipped
4818,9430,1362,returned
4819,395,696,shipped
4820,6302,1662,cancelled
4821,1961,274,pending
4822,7378,335,pending
4823,5663,986,returned
